"year","cd","type","margin_favor","margin","STATE","state_po","total_pop","hispanic_pop","non_hispanic_pop","white_nonhisp","black_nonhisp","asian_nonhisp","pop_25plus","bachelors_plus","mean_income"
2020,"MN05","D","D",-0.384316562,"Minnesota","MN",736036,73986,662050,442300,125654,44917,494312,237229,94446
2020,"MN06","R","R",0.315415455,"Minnesota","MN",733957,25474,708483,621045,33231,20030,471157,146105,100940
2020,"MN07","Toss Up","R",0.135430853,"Minnesota","MN",673514,36684,636830,577116,11140,5957,450773,103030,75753
2020,"MN08","R","R",0.19196568,"Minnesota","MN",675929,12193,663736,602106,7605,4844,472018,115529,75878
2020,"MO01","D","D",-0.598242723,"Missouri","MO",714746,32516,682230,270606,349536,25513,497634,165576,69203
2020,"MO02","Toss Up","R",0.063685607,"Missouri","MO",777693,27089,750604,638902,32279,41775,542275,274022,120053
2020,"MO03","R","R",0.409406699,"Missouri","MO",804485,24437,780048,698971,27926,8582,546259,153808,85067
2020,"MO04","R","R",0.379267768,"Missouri","MO",777217,34173,743044,644016,37863,12681,505802,132100,70495
2020,"MO05","D","D",-0.202156457,"Missouri","MO",788305,85668,702637,470368,162081,16284,530814,155142,72819
2020,"MO06","R","R",0.362339578,"Missouri","MO",781005,35424,745581,657691,33967,10888,521418,150892,81260
2020,"MO07","R","R",0.423000788,"Missouri","MO",792419,47644,744775,657716,15209,11339,524677,132933,66415
2020,"MO08","R","R",0.554922992,"Missouri","MO",719043,16117,702926,625637,33913,5096,507913,86111,59881
2020,"MS01","R","R",0.374942532,"Mississippi","MS",758233,28570,729663,487314,209989,7067,508901,109456,67272
2020,"MS02","D","D",-0.320333475,"Mississippi","MS",674491,15368,659123,206192,432490,3904,454992,89887,55305
2020,"MS03","R","R",0.293354317,"Mississippi","MS",751039,21092,729947,436242,256935,9081,500105,135449,70045
2020,"MS04","R","R",1,"Mississippi","MS",777516,40190,737326,509329,179587,12253,519114,116407,66972
2020,"MT00","Lean Rep","R",0.1277271,"Montana","MT",1084225,45199,1039026,901318,5077,8077,734688,243496,76834
2020,"NC01","D","D",-0.08353556,"North Carolina","NC",739433,78384,661049,302571,310726,15940,515865,151741,67496
2020,"NC02","Likely Dem","D",-0.281304949,"North Carolina","NC",911374,102677,808697,571268,165360,26017,579601,216482,97034
2020,"NC03","R","R",0.267680222,"North Carolina","NC",756650,63461,693189,496297,144251,11700,505248,125325,69180
2020,"NC04","D","D",-0.346599989,"North Carolina","NC",875363,104051,771312,462026,174082,92060,578403,323294,105541
2020,"NC05","R","R",0.358206747,"North Carolina","NC",757711,83691,674020,525127,106647,12027,524742,141504,71048
2020,"NC06","Likely Dem","D",-0.245457828,"North Carolina","NC",795219,91526,703693,495997,156752,15858,536234,136730,73800
2020,"NC07","R","R",0.206537699,"North Carolina","NC",773424,81788,691636,515880,132330,7035,567141,154176,72231
2020,"NC08","Lean Rep","R",0.065675132,"North Carolina","NC",810614,91927,718687,458475,183374,24272,528532,145628,74672
2020,"NC09","Lean Rep","R",0.11184191,"North Carolina","NC",768917,70800,698117,444585,139213,27278,528279,186486,99605
2020,"NC10","R","R",0.378151954,"North Carolina","NC",776691,59306,717385,574048,92926,13536,543603,139807,70604
2020,"NC11","Lean Rep","R",0.121609704,"North Carolina","NC",768561,60191,708370,633443,22630,8905,561332,148629,67562
2020,"NC12","D","D",-1,"North Carolina","NC",905489,155024,750465,344169,308719,56588,590334,244214,88198
2020,"NC13","R","R",0.363637988,"North Carolina","NC",799942,75770,724172,488262,170516,28843,537459,159874,75602
2020,"ND00","R","R",0.414116502,"North Dakota","ND",779094,33412,745682,636160,26152,13050,497525,152653,85506
2020,"NE01","R","R",0.218486866,"Nebraska","NE",659816,68366,591450,518876,19638,17180,415304,136031,80672
2020,"NE02","Toss Up","R",0.045598613,"Nebraska","NE",701005,88818,612187,478153,66559,30515,440730,180726,94366
2020,"NE03","R","R",0.608386512,"Nebraska","NE",600683,77531,523152,487658,8208,4664,403506,92558,71299
2020,"NH01","Likely Dem","D",-0.051033168,"New Hampshire","NH",697737,29974,667763,609416,10258,17226,488247,185827,102727
2020,"NH02","D","D",-0.101963819,"New Hampshire","NH",679792,29480,650312,591233,8397,18378,482915,178858,99802
2020,"NJ01","D","D",-0.24960133,"New Jersey","NJ",753059,114549,638510,442093,123049,40929,502492,161595,96026
2020,"NJ02","Toss Up","R",0.057567847,"New Jersey","NJ",732477,130010,602467,458355,85175,27922,501797,139633,92846
2020,"NJ03","Likely Dem","D",-0.077619151,"New Jersey","NJ",755873,70643,685230,537371,80300,31812,531563,186507,110110
2020,"NJ04","R","R",0.216045979,"New Jersey","NJ",797608,96511,701097,594289,45282,34102,501008,215436,125076
2020,"NJ05","D","D",-0.075163584,"New Jersey","NJ",747197,115790,631407,491015,33418,80571,514287,254552,146965
2020,"NJ06","D","D",-0.22330335,"New Jersey","NJ",765024,181898,583126,327194,69530,156581,500209,205377,113128
2020,"NJ07","Lean Dem","D",-0.012238822,"New Jersey","NJ",760058,107244,652814,498855,35046,89502,516809,282714,163679
2020,"NJ08","D","D",-0.494494771,"New Jersey","NJ",821397,433456,387941,195550,67383,86044,535074,187910,98626
2020,"NJ09","D","D",-0.33935621,"New Jersey","NJ",792321,310738,481583,279701,69313,108596,520959,184214,103502
2020,"NJ10","D","D",-0.693854329,"New Jersey","NJ",816008,178947,637061,147978,390253,57730,508330,158723,84897
2020,"NJ11","D","D",-0.066073404,"New Jersey","NJ",761843,96655,665188,522892,31360,83155,521090,292277,157400
2020,"NJ12","D","D",-0.330633307,"New Jersey","NJ",786129,166134,619995,321088,124033,145977,515883,244124,124340
2020,"NM01","D","D",-0.163764823,"New Mexico","NM",694577,338305,356272,265106,17353,18677,487923,167725,73610
2020,"NM02","Toss Up","R",0.074494425,"New Mexico","NM",714022,392391,321631,250465,11615,6877,453770,98810,64226
2020,"NM03","D","D",-0.173622137,"New Mexico","NM",708923,280115,428808,257381,9362,9707,473605,131753,72446
2020,"NV01","D","D",-0.283935075,"Nevada","NV",702822,316819,386003,191884,91711,60664,475493,79201,60464
2020,"NV02","R","R",0.157570563,"Nevada","NV",758820,176415,582405,475473,14636,32736,508430,140690,90059
2020,"NV03","Lean Dem","D",-0.029828497,"Nevada","NV",855528,156463,699065,432907,66199,128512,598864,202477,102015
2020,"NV04","Likely Dem","D",-0.048645137,"Nevada","NV",787444,240560,546884,325688,119414,44079,511033,110629,80174
2020,"NY01","Lean Rep","R",0.09362388,"New York","NY",740319,129139,611180,515718,37641,30046,501105,185660,129804
2020,"NY02","Toss Up","R",0.064506144,"New York","NY",728156,191685,536471,419174,64565,29448,493654,163719,128937
2020,"NY03","D","D",-0.116885233,"New York","NY",739197,94411,644786,456745,21010,143371,517205,281363,175362
2020,"NY04","D","D",-0.121436827,"New York","NY",751432,168107,583325,393896,102082,60360,501117,218915,144633
2020,"NY05","D","D",-0.654653142,"New York","NY",778780,152479,626301,77603,342378,115152,531660,143430,96230
2020,"NY06","D","D",-0.336815061,"New York","NY",769247,151703,617544,228178,28172,334874,540572,206464,92677
2020,"NY07","D","D",-0.674208761,"New York","NY",762833,287100,475733,237068,57278,146708,494522,180844,102393
2020,"NY08","D","D",-0.675192049,"New York","NY",804400,146876,657524,195145,354477,60080,543374,192023,87961
2020,"NY09","D","D",-0.648097505,"New York","NY",755842,89503,666339,236338,318899,60633,511504,205296,95616
2020,"NY10","D","D",-0.482208695,"New York","NY",803803,104973,698830,463818,31396,161969,527570,331098,178021
2020,"NY11","Toss Up","R",0.061091551,"New York","NY",766236,136847,629389,421112,53247,129745,511624,187652,102843
2020,"NY12","D","D",-0.631134346,"New York","NY",811688,110046,701642,499146,38470,123239,571647,418649,185342
2020,"NY13","D","D",-0.793351195,"New York","NY",736348,388290,348058,107171,175535,37261,538641,175651,71257
2020,"NY14","D","D",-0.421361203,"New York","NY",750025,363991,386034,156499,62277,142055,492615,137700,81667
2020,"NY15","D","D",-0.740800679,"New York","NY",767335,494246,273089,19507,212828,19019,453582,64277,48466
2020,"NY16","D","D",-0.518625696,"New York","NY",770401,216245,554156,251664,227517,40989,514788,209766,123277
2020,"NY17","D","D",-0.222373166,"New York","NY",763751,182759,580992,436381,66992,49575,493017,234285,145372
2020,"NY18","D","D",-0.117910564,"New York","NY",748442,144874,603568,467893,70038,23936,486972,180362,119034
2020,"NY19","Likely Dem","D",-0.109668955,"New York","NY",698673,61454,637219,559245,29349,12489,502522,155052,88157
2020,"NY20","D","D",-0.217285013,"New York","NY",746290,54573,691717,526805,71459,44684,499650,199109,92025
2020,"NY21","R","R",0.173911442,"New York","NY",705041,25207,679834,614371,18418,7030,489204,120919,76306
2020,"NY22","Toss Up","R",0.000333774,"New York","NY",696610,32144,664466,577225,29670,22384,473135,121981,74315
2020,"NY23","R","R",0.160699674,"New York","NY",693509,32922,660587,586956,18720,16410,470938,127030,71115
2020,"NY24","Toss Up","R",0.099046452,"New York","NY",717307,36685,680622,557378,60722,21664,484195,152413,80801
2020,"NY25","D","D",-0.191078919,"New York","NY",733041,71875,661166,482701,112218,31963,495786,193789,83152
2020,"NY26","D","D",-0.389679963,"New York","NY",742451,55707,686744,471540,137616,42872,493672,162267,71494
2020,"NY27","R","R",0.199687282,"New York","NY",720092,24191,695901,639630,16048,8373,514886,163078,88343
2020,"OH01","Toss Up","R",0.071474363,"Ohio","OH",768550,32911,735639,503176,161220,33813,495718,180121,89322
2020,"OH02","R","R",0.221734774,"Ohio","OH",734793,18621,716172,607287,61881,11842,510687,167149,86831
2020,"OH03","D","D",-0.416861834,"Ohio","OH",809749,68824,740925,380461,272841,39034,514964,150041,66138
2020,"OH04","R","R",0.385408456,"Ohio","OH",716177,30072,686105,608530,35150,8207,488764,92194,72171
2020,"OH05","R","R",0.359957247,"Ohio","OH",731052,41741,689311,629007,21476,9931,489967,133918,80892
2020,"OH06","R","R",0.488271787,"Ohio","OH",687118,9008,678110,633247,13996,2887,494114,83715,66402
2020,"OH07","R","R",0.383216041,"Ohio","OH",737340,22172,715168,647727,29109,4991,500635,106920,73988
2020,"OH08","R","R",0.379415775,"Ohio","OH",745736,34316,711420,606205,49298,18576,485979,123797,79601
2020,"OH09","D","D",-0.261615499,"Ohio","OH",704051,83986,620065,457691,112354,11347,485531,113915,63517
2020,"OH10","Likely Rep","R",0.16713614,"Ohio","OH",729405,26987,702418,517740,124592,18388,495156,150840,75694
2020,"OH11","D","D",-0.601066064,"Ohio","OH",692589,35222,657367,245216,361924,19484,471041,135240,65105
2020,"OH12","Likely Rep","R",0.134673911,"Ohio","OH",808944,23923,785021,659565,40179,43942,538321,228360,103510
2020,"OH13","D","D",-0.075522746,"Ohio","OH",698441,25584,672857,535223,84427,15882,493737,116038,62407
2020,"OH14","R","R",0.201982639,"Ohio","OH",730056,23990,706066,620115,36038,19627,510650,179936,96679
2020,"OH15","R","R",0.26846758,"Ohio","OH",766337,22162,744175,651589,35576,20105,530253,175342,87286
2020,"OH16","R","R",0.263828352,"Ohio","OH",739110,21789,717321,651356,17119,18548,509449,178013,92223
2020,"OK01","R","R",0.310187766,"Oklahoma","OK",828677,111596,717081,477088,70556,27896,535627,164731,82691
2020,"OK02","R","R",0.530414831,"Oklahoma","OK",722078,40174,681904,432528,22075,4806,508026,89836,60389
2020,"OK03","R","R",0.569820621,"Oklahoma","OK",785191,87841,697350,545261,28151,10670,509798,119512,71242
2020,"OK04","R","R",0.390118909,"Oklahoma","OK",798552,79147,719405,520333,52389,19354,519714,137105,75745
2020,"OK05","Toss Up","R",0.041247462,"Oklahoma","OK",824855,153173,671682,431978,110071,26927,538515,171718,79465
2020,"OR01","D","D",-0.29385365,"Oregon","OR",864052,136723,727329,569285,15504,75683,595559,251379,105515
2020,"OR02","R","R",0.229441252,"Oregon","OR",850971,122646,728325,645989,4920,9533,588060,156131,76436
2020,"OR03","D","D",-0.49522004,"Oregon","OR",851078,106836,744242,566529,42991,62330,613800,260417,95143
2020,"OR04","Lean Dem","D",-0.053172406,"Oregon","OR",823608,72489,751119,656234,6632,19240,570181,160195,72223
2020,"OR05","D","D",-0.067361691,"Oregon","OR",847547,150063,697484,598121,8611,25011,577230,184922,91728
2020,"PA01","Lean Rep","R",0.131156338,"Pennsylvania","PA",732646,45487,687159,579863,30069,49041,507979,215283,120983
2020,"PA02","D","D",-0.450714228,"Pennsylvania","PA",733054,186703,546351,267181,181295,66558,496424,112232,65626
2020,"PA03","D","D",-0.820602644,"Pennsylvania","PA",752057,41514,710543,241176,384931,51052,504375,207426,79512
2020,"PA04","D","D",-0.190548921,"Pennsylvania","PA",754596,47546,707050,552735,72040,50308,516951,249646,125789
2020,"PA05","D","D",-0.293934909,"Pennsylvania","PA",731012,38613,692399,430955,177741,54678,489232,188071,104242
2020,"PA06","D","D",-0.121084448,"Pennsylvania","PA",752938,124120,628818,519705,41223,38717,493433,228574,122376
2020,"PA07","Likely Dem","D",-0.037327333,"Pennsylvania","PA",745782,151084,594698,493435,47551,25338,504880,156693,91635
2020,"PA08","Lean Dem","D",-0.035548174,"Pennsylvania","PA",713086,91600,621486,539177,41360,13916,495523,125018,73622
2020,"PA09","R","R",0.326606957,"Pennsylvania","PA",706246,56300,649946,604940,15793,7706,502914,110548,77241
2020,"PA10","Toss Up","R",0.066247442,"Pennsylvania","PA",759486,73203,686283,537314,78432,35254,513380,165377,86319
2020,"PA11","R","R",0.262472602,"Pennsylvania","PA",748591,69263,679328,612959,25036,15713,503286,138758,88371
2020,"PA12","R","R",0.416877796,"Pennsylvania","PA",686782,18505,668277,615784,14046,12439,474437,113425,72815
2020,"PA13","R","R",0.469748985,"Pennsylvania","PA",694813,25821,668992,620040,18860,4734,499007,104927,72542
2020,"PA14","R","R",0.293891853,"Pennsylvania","PA",689589,10975,678614,621011,22337,5701,501045,138756,78641
2020,"PA15","R","R",0.46916887,"Pennsylvania","PA",674325,11082,663243,622198,12556,5776,488570,103484,67062
2020,"PA16","Likely Rep","R",0.18677023,"Pennsylvania","PA",688028,19162,668866,594985,32666,9351,479336,133118,73682
2020,"PA17","Likely Dem","D",-0.02294166,"Pennsylvania","PA",737056,17875,719181,614483,45659,26151,523773,221325,95869
2020,"PA18","D","D",-0.384963318,"Pennsylvania","PA",702613,20762,681851,485476,127383,34241,495453,193856,77138
2020,"RI01","D","D",-0.549865988,"Rhode Island","RI",554307,104365,449942,351551,35893,20294,370029,131210,90262
2020,"RI02","D","D",-0.167041507,"Rhode Island","RI",543072,77736,465336,402499,19493,18073,371341,128434,94584
2020,"SC01","Lean Dem","R",0.012678203,"South Carolina","SC",818893,66733,752160,556715,137894,16637,568785,232007,100518
2020,"SC02","R","R",0.130683799,"South Carolina","SC",721829,50120,671709,452493,169376,15504,493395,170029,81783
2020,"SC03","R","R",0.42520176,"South Carolina","SC",706785,42205,664580,506897,118916,7788,479131,113840,69835
2020,"SC04","R","R",0.247130772,"South Carolina","SC",760233,77314,682919,495681,134027,19850,504482,166460,81770
2020,"SC05","R","R",0.202117087,"South Carolina","SC",736286,40874,695412,464621,183057,13464,500892,126766,75008
2020,"SC06","D","D",-0.373616016,"South Carolina","SC",646463,39477,606986,237317,338277,8232,439730,93453,55878
2020,"SC07","R","R",0.236561739,"South Carolina","SC",727936,36115,691821,464828,187484,7919,526211,115751,65101
2020,"SD00","R","R",0.619100299,"South Dakota","SD",886667,38741,847926,705583,17441,13332,580244,169991,77932
2020,"TN01","R","R",0.522436097,"Tennessee","TN",726822,35746,691076,637892,15723,6106,518585,109121,63449
2020,"TN02","R","R",0.365866641,"Tennessee","TN",773834,42583,731251,634325,45167,14035,520574,167408,78987
2020,"TN03","R","R",0.368043609,"Tennessee","TN",738526,37794,700732,583279,72295,10424,524145,130532,73807
2020,"TN04","R","R",0.333305532,"Tennessee","TN",830847,71762,759085,621851,79452,16054,535002,129018,74093
2020,"TN05","D","D",-0.999892929,"Tennessee","TN",800247,102063,698184,460358,174045,28089,536652,217974,87645
2020,"TN06","R","R",0.496942027,"Tennessee","TN",811099,46328,764771,679697,38924,9126,546507,129817,76387
2020,"TN07","R","R",0.425938654,"Tennessee","TN",822369,47401,774968,633153,79622,19469,526287,163878,88955
2020,"TN08","R","R",0.389708696,"Tennessee","TN",716347,27976,688371,502224,138074,18003,486951,146497,88264
2020,"TN09","D","D",-0.572657279,"Tennessee","TN",690749,67534,623215,147467,440470,12996,455144,114727,59845
2020,"TX01","R","R",0.451572626,"Texas","TX",722363,134195,588168,430292,119430,8796,474474,103919,72439
2020,"TX02","Likely Rep","R",0.128210749,"Texas","TX",814704,272374,542330,337977,103769,66568,536175,229896,113634
2020,"TX03","Lean Rep","R",0.121966311,"Texas","TX",933008,143321,789687,465069,95599,179939,591677,326595,129607
2020,"TX04","R","R",0.525486748,"Texas","TX",787256,124168,663088,527203,79586,10571,515397,122424,81565
2020,"TX05","R","R",0.260661952,"Texas","TX",783116,240388,542728,378717,117557,16558,493291,100980,76710
2020,"TX06","Likely Rep","R",0.088169722,"Texas","TX",824978,208479,616499,356727,177041,43455,515785,156965,91834
2020,"TX07","Likely Dem","D",-0.033346598,"Texas","TX",800911,258057,542854,301742,117559,90863,531951,265172,123146
2020,"TX08","R","R",0.470409521,"Texas","TX",916386,233221,683165,533596,76630,31674,577554,184185,106335
2020,"TX09","D","D",-0.538451466,"Texas","TX",770798,311333,459465,70256,277881,91408,493916,127779,65891
2020,"TX10","Toss Up","R",0.07134677,"Texas","TX",937982,282752,655230,450885,100080,63754,600696,246237,105852
2020,"TX11","R","R",0.614086979,"Texas","TX",779694,297997,481697,416405,27852,9716,505635,114010,85394
2020,"TX12","R","R",0.306802608,"Texas","TX",864524,206256,658268,493932,85252,35580,547449,175674,95689
2020,"TX13","R","R",0.609294792,"Texas","TX",707470,197280,510190,425759,37334,14064,467441,98917,73178
2020,"TX14","R","R",0.232816266,"Texas","TX",774686,204253,570433,369644,146453,24831,507624,126631,88308
2020,"TX15","D","D",-0.02877899,"Texas","TX",807702,651296,156406,121025,13357,9695,465369,96012,66326
2020,"TX16","D","D",-0.294405201,"Texas","TX",757362,611177,146185,95442,24066,10607,456599,118208,66860
2020,"TX17","R","R",0.149328875,"Texas","TX",805606,214606,591000,413065,100754,42420,490237,158580,76771
2020,"TX18","D","D",-0.497859414,"Texas","TX",796908,342067,454841,124422,274787,33552,502687,123144,76623
2020,"TX19","R","R",0.519200006,"Texas","TX",731424,270450,460974,375772,45813,13594,452210,109583,72177
2020,"TX20","D","D",-0.315636278,"Texas","TX",772103,523637,248466,157659,41210,26686,517039,128755,70267
2020,"TX21","Toss Up","R",0.066027548,"Texas","TX",848070,245485,602585,498700,31299,33795,576343,270953,105447
2020,"TX22","Toss Up","R",0.069259009,"Texas","TX",972309,249799,722510,343714,141745,197763,604810,280953,125188
2020,"TX23","Lean Dem","R",0.03960644,"Texas","TX",834649,569239,265410,198916,29461,15394,481485,112592,80194
2020,"TX24","Lean Dem","R",0.013324768,"Texas","TX",822706,197981,624725,350034,101376,133870,563954,265956,110315
2020,"TX25","Likely Rep","R",0.138215555,"Texas","TX",846452,167208,679244,540910,55959,33631,537167,214186,109691
2020,"TX26","R","R",0.233573569,"Texas","TX",943106,185387,757719,540222,85720,78583,583186,263568,122172
2020,"TX27","R","R",0.281200938,"Texas","TX",739697,385306,354391,285352,34757,13166,486350,97828,75758
2020,"TX28","D","D",-0.193216703,"Texas","TX",781276,600725,180551,122844,34438,8330,449288,88515,69322
2020,"TX29","D","D",-0.437551526,"Texas","TX",717255,547760,169495,63547,81082,13794,437951,47872,60865
2020,"TX30","D","D",-0.590791185,"Texas","TX",782976,318581,464395,112103,314621,16212,491750,110426,69246
2020,"TX31","Lean Rep","R",0.091449215,"Texas","TX",933772,228349,705423,483107,102025,63164,574006,208651,95789
2020,"TX32","Likely Dem","D",-0.06015648,"Texas","TX",789666,206662,583004,370429,106051,73038,529192,241070,120720
2020,"TX33","D","D",-0.416729059,"Texas","TX",720644,483195,237449,86495,117497,18157,433303,51819,57926
2020,"TX34","D","D",-0.135902142,"Texas","TX",711851,601512,110339,91164,7650,4449,430622,71110,58853
2020,"TX35","D","D",-0.354258943,"Texas","TX",832396,501131,331265,215729,69155,16942,533487,127426,70133
2020,"TX36","R","R",0.493453953,"Texas","TX",779699,226090,553609,435742,69866,16899,493751,95587,84172
2020,"UT01","R","R",0.390809432,"Utah","UT",800097,106610,693487,633510,7707,11865,453264,139973,91718
2020,"UT02","R","R",0.223686142,"Utah","UT",801636,129630,672006,591733,10198,20610,489528,165718,88047
2020,"UT03","R","R",0.419603429,"Utah","UT",786714,96685,690029,618611,5052,15848,427669,181649,103776
2020,"UT04","Toss Up","R",0.009993895,"Utah","UT",883169,159987,723182,621501,14235,30295,498011,160730,95206
2020,"VA01","R","R",0.16442351,"Virginia","VA",827606,94133,733473,517547,129795,33410,543819,207883,112076
2020,"VA02","Lean Dem","D",-0.032008704,"Virginia","VA",750830,68777,682053,441729,143784,44474,499489,182877,96614
2020,"VA03","D","D",-0.369189802,"Virginia","VA",756761,54615,702146,292681,341726,20819,491253,135602,76650
2020,"VA04","D","D",-0.233852483,"Virginia","VA",789815,58654,731161,372320,300799,17073,538897,167533,84151
2020,"VA05","Toss Up","R",0.051384853,"Virginia","VA",739211,34977,704234,516229,138773,16992,523428,156763,82323
2020,"VA06","R","R",0.293015167,"Virginia","VA",763401,50516,712885,583751,79501,13660,514074,143854,77296
2020,"VA07","Lean Dem","D",-0.018202267,"Virginia","VA",817419,73804,743615,517090,136180,46573,549402,221261,112011
2020,"VA08","D","D",-0.518143534,"Virginia","VA",798257,159473,638784,387595,106596,99039,572798,363138,146933
2020,"VA09","R","R",0.879539813,"Virginia","VA",696755,20138,676617,602646,36253,11839,499170,106012,62967
2020,"VA10","D","D",-0.13138792,"Virginia","VA",885422,131794,753628,493397,58917,150353,562727,313810,169081
2020,"VA11","D","D",-0.430639226,"Virginia","VA",805916,161868,644048,333378,105766,156380,536892,305757,144529
2020,"VT00","D","D",-0.385469906,"Vermont","VT",643077,15504,627573,573201,8649,11457,442089,175328,83767
2020,"WA01","D","D",-0.172273475,"Washington","WA",789740,77681,712059,525294,11745,110464,536753,239186,132758
2020,"WA02","D","D",-0.264133782,"Washington","WA",764366,93106,671260,502658,25951,72263,526403,172882,94181
2020,"WA03","Lean Rep","R",0.129771741,"Washington","WA",772750,86075,686675,581163,12542,27361,515503,139595,88998
2020,"WA04","R","R",0.325755168,"Washington","WA",751843,305843,446000,377657,6854,12608,456135,100315,79084
2020,"WA05","R","R",0.227712929,"Washington","WA",751208,56405,694803,596312,12959,17603,491245,151230,77985
2020,"WA06","D","D",-0.188501879,"Washington","WA",736798,64109,672689,533822,25470,30592,522345,164457,90012
2020,"WA07","D","D",-0.662152544,"Washington","WA",799390,73569,725821,506908,37590,112611,598124,373464,133081
2020,"WA08","Likely Dem","D",-0.035669915,"Washington","WA",780494,97419,683075,505035,24148,84048,508422,182982,119066
2020,"WA09","D","D",-0.484383326,"Washington","WA",773419,102757,670662,312628,88487,199577,532040,235407,123711
2020,"WA10","D","D",-0.137767437,"Washington","WA",785273,102249,683024,477343,50424,55935,512801,147720,88186
2020,"WI01","R","R",0.1869328,"Wisconsin","WI",727452,80131,647321,560603,40755,14124,501277,150149,88381
2020,"WI02","D","D",-0.394171105,"Wisconsin","WI",789393,59157,730236,619372,36488,37253,514502,223323,92319
2020,"WI03","Lean Dem","D",-0.026554215,"Wisconsin","WI",733584,24536,709048,653803,9004,17069,480204,128604,75259
2020,"WI04","D","D",-0.51941148,"Wisconsin","WI",695395,127644,567751,272002,228993,34446,452938,129861,66176
2020,"WI05","R","R",0.202745024,"Wisconsin","WI",735571,51486,684085,615465,17368,22898,514641,197072,99048
2020,"WI06","R","R",0.185045607,"Wisconsin","WI",727774,39738,688036,625609,16162,19202,501217,137002,81484
2020,"WI07","R","R",0.215193961,"Wisconsin","WI",732582,18840,713742,655656,5393,11977,508706,122999,76099
2020,"WI08","R","R",0.283877962,"Wisconsin","WI",751967,45758,706209,631508,12345,17298,508633,137537,81909
2020,"WV01","R","R",0.379450793,"West Virginia","WV",602044,10659,591385,542442,15440,6101,427375,101930,67979
2020,"WV02","R","R",0.261529557,"West Virginia","WV",621081,17258,603823,538965,28245,5592,443606,99075,71332
2020,"WV03","R","R",0.426429845,"West Virginia","WV",570591,6910,563681,517427,21064,3210,412888,72420,56387
2020,"WY00","R","R",0.427844583,"Wyoming","WY",576851,59046,517805,469664,4735,5037,392819,110699,83583
